Country Name,Country Code,Indicator Name,Indicator Code,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.058,43.039,43.019,43,42.946,42.893,42.839,42.785,42.732,42.705,42.704,42.73,
Euro area,EMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.82314803,75.05089063,75.28169818,75.50902288,75.72369346,75.92912166,76.12809979,76.33926167,76.55296928,76.76991122,76.99171285,77.21768572,
Eritrea,ERI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34,34.585,35.175,35.771,,,,,,,,,
Spain,ESP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.976,78.21,78.442,78.673,78.902,79.133,79.366,79.602,79.84,80.08,80.321,80.565,
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.351,68.223,68.094,67.965,67.974,68.122,68.269,68.416,68.563,68.717,68.88,69.051,
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.51,16.91,17.319,17.735,18.16,18.575,18.998,19.428,19.866,20.31,20.763,21.225,
European Union,EUU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.55503097,72.76341123,72.97232624,73.16805767,73.35688818,73.53940586,73.71784876,73.9081841,74.10507336,74.30686861,74.51495795,74.72952132,
Fragile and conflict affected situations,FCS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.28098631,40.71420059,41.16133048,41.57565434,41.97960836,42.38845085,42.79498905,43.23682319,43.66421165,44.08356431,44.50757243,44.95006857,
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.299,83.429,83.77,84.313,84.841,85.125,85.175,85.225,85.275,85.325,85.382,85.446,
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.146,51.658,52.171,52.683,53.196,53.706,54.216,54.726,55.235,55.742,56.248,56.75,
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.868,78.117,78.369,78.622,78.878,79.135,79.394,79.655,79.917,80.18,80.444,80.709,
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.536,40.731,40.926,41.088,41.225,41.363,41.501,41.638,41.777,41.914,42.064,42.225,
"Micronesia, Fed. Sts.",FSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.311,22.305,22.298,22.305,22.324,22.355,22.399,22.456,22.526,22.608,22.703,22.812,
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.359,84.955,85.533,86.092,86.634,87.156,87.651,88.118,88.559,88.976,89.37,89.741,
United Kingdom,GBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.757,81.031,81.302,81.57,81.837,82.102,82.365,82.626,82.886,83.143,83.398,83.652,
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.765,55.15,55.535,55.919,56.303,56.685,57.067,57.448,57.837,58.231,58.632,59.039,
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.351,50.031,50.713,51.394,52.073,52.748,53.419,54.086,54.749,55.407,56.06,56.707,
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.106,33.391,33.678,33.966,34.255,34.545,34.836,35.141,35.46,35.793,36.14,36.5,
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.211,54.937,55.662,56.384,57.105,57.82,58.528,59.228,59.918,60.599,61.27,61.931,
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.325,39.716,40.111,40.508,40.908,41.31,41.715,42.123,42.533,42.945,43.36,43.777,
Equatorial Guinea,GNQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.745,64.358,65.94,67.488,69,69.544,70.083,70.616,71.138,71.646,72.143,72.627,
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.568,75.932,76.292,76.649,77.004,77.355,77.702,78.046,78.387,78.724,79.058,79.388,
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.877,35.871,35.865,35.859,35.869,35.896,35.938,35.997,36.072,36.164,36.272,36.396,
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.787,84.087,84.383,84.755,85.2,85.551,85.813,86.071,86.326,86.574,86.816,87.052,
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.807,48.104,48.403,48.701,49,49.311,49.634,49.971,50.319,50.68,51.054,51.439,
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.916,94.008,94.099,94.188,94.277,94.364,94.449,94.534,94.617,94.699,94.78,94.859,
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.105,26.869,26.634,26.4,26.4,26.4,26.414,26.441,26.482,26.538,26.606,26.689,
High income,HIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.8697345,79.15285,79.42721678,79.63559169,79.81036045,79.97908071,80.14703605,80.32092882,80.49768733,80.67767317,80.85994771,81.0474401,
"Hong Kong SAR, China",HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.566,51.225,51.885,52.543,53.202,53.858,54.514,55.165,55.813,56.457,57.096,57.73,
Heavily indebted poor countries (HIPC),HPC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.59174937,32.02916958,32.47069762,32.91532803,33.34192891,33.76884075,34.20129463,34.6414688,35.0890804,35.54439229,36.00846526,36.48128141,
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.819,54.987,55.155,55.322,55.506,55.706,55.923,56.155,56.403,56.667,56.947,57.242,
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.551,46.528,47.509,48.492,49.477,50.46,51.444,52.427,53.396,54.346,55.278,56.192,
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.943,68.46,68.911,69.358,69.678,69.953,70.227,70.5,70.779,71.062,71.351,71.644,
IBRD only,IBD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.72654703,49.37890256,50.03328748,50.6653826,51.2907434,51.91565299,52.54100491,53.16404841,53.78564514,54.40492153,55.01505895,55.61627245,
IDA & IBRD total,IBT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.94776676,45.52077903,46.09476254,46.64460848,47.18495573,47.72454035,48.26465066,48.80812668,49.35030229,49.89043552,50.42309727,50.94877026,
IDA total,IDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.35010651,32.82687698,33.30768051,33.75858021,34.18983578,34.62302928,35.06356885,35.53298147,36.00814356,36.48878753,36.97875402,37.47898224,
IDA blend,IDB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.56285735,38.04397996,38.53915383,39.01641099,39.46762252,39.9205198,40.37672877,40.83583539,41.29628648,41.75788587,42.22835152,42.70718646,
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.335,49.134,49.914,50.595,51.276,51.955,52.635,53.313,53.989,54.659,55.325,55.985,
IDA only,IDX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,29.7389838,30.21058279,30.67874954,31.11062669,31.52771526,31.94675009,32.37546351,32.84698687,33.32743384,33.81650069,34.31598308,34.82755254,
Isle of Man,IMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.958,51.976,51.994,52.012,52.046,52.096,52.162,52.245,52.343,52.458,52.588,52.735,
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.246,30.587,30.93,31.276,31.634,32.003,32.384,32.777,33.182,33.6,34.03,34.472,
Not classified,INX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,,,,,,,,,,,,,
Ireland,IRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.141,61.342,61.542,61.742,61.942,62.141,62.34,62.538,62.737,62.947,63.17,63.405,
"Iran, Islamic Rep.",IRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.458,70.045,70.626,71.2,71.755,72.295,72.83,73.358,73.88,74.394,74.898,75.391,
